District,District Code,Facility Code,Reg No.,Facility Name,Facility Type,Facility Ownership,Facility Location,Catchment Population (2018),latitude,longitude,,,,,,,
Salima,SA,1424,MCM/C/319,Greenlight Clinic,Dispensary,Private for profit,Rural,,,,,,,,,,
Lilongwe,LL,1501,MCM/MOH/HC/120,Area 18 Health Centre,Health Centre,Government/public,Urban,,-13.94131,33.78051,,,,,,,
Lilongwe,LL,1502,MCM/MOH/HC/119,Area 25 Health centre,Health Centre,Government/public,Urban,,-13.89272,33.77465,,,,,,,
Lilongwe,LL,1503,,Bwaila Hospital,District Hospital,Government/public,Urban,,-13.99164,33.77561,,,,,,,
Lilongwe,LL,1504,MCM/MOH/HC/130,Chikowa Health Centre,Health Centre,Government/public,Rural,,-13.72929,33.45821,,,,,,,
Lilongwe,LL,1505,MCM/MOH/HC/134,Chileka Health Centre,Health Centre,Government/public,Rural,,-14.02102,33.38544,,,,,,,
Lilongwe,LL,1506,MCM/MOH/HC/131,Chimbalanga Health Centre,Health Centre,Government/public,Rural,,-13.9358,34.12567,,,,,,,
Lilongwe,LL,1507,MCM/MOH/HC/124,Chitedze Health Centre,Health Centre,Government/public,Rural,,-13.97684,33.64529,,,,,,,
Lilongwe,LL,1508,MCM/MOH/HC/122,Chiunjiza Health Centre,Health Centre,Government/public,Rural,,-14.24322,33.4013,,,,,,,
Lilongwe,LL,1509,,Chiwamba Health Centre,Health Centre,Government/public,Rural,,-13.8571,33.92926,,,,,,,
Lilongwe,LL,1510,MCM/CHAM/RH/48,Chiwe Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-13.90738,33.39862,,,,,,,
Lilongwe,LL,1511,MCM/MOH/HC/117,Diamphwe Health Centre,Health Centre,Government/public,Rural,,-14.13232,34.08124,,,,,,,
Lilongwe,LL,1512,,Dickson Health Centre,Health Centre,Government/public,Rural,,-14.26626,33.65885,,,,,,,
Lilongwe,LL,1513,MCM/CHAM/HC/49,Dzenza Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Urban,,-13.87598,33.74689,,,,,,,
Lilongwe,LL,1514,MCM/MOH/RH/18,Kabudula Rural Hospital,Rural/Community Hospital,Government/public,Rural,,-13.81972,33.44838,,,,,,,
Lilongwe,LL,1515,MCM/MOH/HC/118,Kang'oma Health Centre,Health Centre,Government/public,Rural,,-13.97817,33.88219,,,,,,,
Lilongwe,LL,1516,MCM/MOH/HC/115,Katchale Health Centre,Health Centre,Government/public,Rural,,-14.2836,33.90782,,,,,,,
Lilongwe,LL,1517,MCM/MOH/HC/121,Kawale Health Centre,Health Centre,Government/public,Urban,,-13.99175,33.79757,,,,,,,
Lilongwe,LL,1518,,Khongoni Health Centre,Health Centre,Government/public,Rural,,-13.77451,33.36761,,,,,,,
Lilongwe,LL,1519,MCM/MOH/CH/02,Kamuzu Central Hospital,Central Hospital,Government/public,Urban,,-13.97639,33.78512,,,,,,,
Lilongwe,LL,7001,MCM/CHAM/UH/01,Likuni Mission Hospital,Other Hospital,Christian Health Association of Malawi (CHAM),Urban,,-14.02683,33.70886,,,,,,,
Lilongwe,LL,1521,MCM/MOH/HC/123,Lumbadzi Health Centre,Health Centre,Government/public,Rural,,-13.77074,33.80477,,,,,,,
Lilongwe,LL,1522,MCM/CHAM/HC/48,Malingunde Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.16887,33.6397,,,,,,,
Lilongwe,LL,1523,,Maluwa Health Centre,Health Centre,Government/public,Rural,,-14.26287,33.87364,,,,,,,
Lilongwe,LL,1524,,Matapila Health Centre,Health Centre,Government/public,Rural,,-14.01108,33.97509,,,,,,,
Lilongwe,LL,1525,,Mbabvi Health Centre,Health Centre,Government/public,Rural,,-13.92808,33.67087,,,,,,,
Lilongwe,LL,1526,,Mbangombe Health Centre 1,Health Centre,Government/public,Rural,,-13.73673,33.71382,,,,,,,
Lilongwe,LL,1527,,Mbang'ombe 2 Health Centre,Health Centre,Government/public,Rural,,-14.16945,33.37942,,,,,,,
Lilongwe,LL,1528,MCM/CHAM/HC/22,Mbwatalika Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.00387,33.5507,,,,,,,
Lilongwe,LL,1529,MCM/MOH/HC/133,Ming'ong'o Health Centre,Health Centre,Government/public,Rural,,-14.07479,33.44838,,,,,,,
Lilongwe,LL,1530,MCM/MOH/RH/19,Mitundu Community Hospital,Rural/Community Hospital,Government/public,Rural,,-14.24776,33.77465,,,,,,,
Lilongwe,LL,1531,MCM/CHAM/RH/61,Mlale Mission Hospital,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,,-14.23011,33.75658,,,,,,,
Lilongwe,LL,1532,MCM/MOH/HC/116,Mtenthela Health Centre,Health Centre,Government/public,Rural,,-14.10884,34.00567,,,,,,,
Lilongwe,LL,1533,MCM/CHAM/RH/44,Nambuma Health Centre,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-13.72409,33.55789,,,,,,,
Lilongwe,LL,1534,MCM/MOH/HC/127,Nathenje Health Centre,Health Centre,Government/public,Rural,,-14.08504,33.90823,,,,,,,
Lilongwe,LL,1535,MCM/MOH/HC/125,Ndaula Health Centre,Health Centre,Government/public,Rural,,-14.1385,33.50757,,,,,,,
Lilongwe,LL,1537,,Ngoni Health Centre,Health Centre,Government/public,Rural,,-13.77509,33.64018,,,,,,,
Lilongwe,LL,1538,MCM/CHAM/DH/16,Nkhoma Mission Hospital,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,,-14.04389,34.1036,,,,,,,
Lilongwe,LL,1539,MCM/MOH/HC/129,Nsalu Health centre,Health Centre,Government/public,Rural,,-13.8855,33.5043,,,,,,,
Lilongwe,LL,1540,MCM/MOH/HC/128,Nthondo Health centre,Health Centre,Government/public,Rural,,-14.03153,33.44849,,,,,,,
Lilongwe,LL,1541,MCM/CHAM/DH/04,St. Gabriel Mission Hospital,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,,-13.98418,33.35128,,,,,,,
Lilongwe,LL,1542,,Ukwe Health Centre,Health Centre,Government/public,Rural,,-13.82586,33.60129,,,,,,,
Lilongwe,LL,1543,,Dzalanyama/Kapombeza,Health Centre,Government/public,Rural,,-14.24936,33.44469,,,,,,,
Lilongwe,LL,1545,,Kamuzu Barracks Hospital,Other Hospital,Government/public,Urban,,-13.98131,33.82105,,,,,,,
Lilongwe,LL,1563,,Chadza Health Centre,Health Centre,Government/public,Rural,,-14.14715,33.84167,,,,,,,
Lilongwe,LL,1564,,Chilobwe/Majiga Health Centre,Health Centre,Government/public,Rural,,-13.85467,33.37439,,,,,,,
Lilongwe,LL,1566,,City Assembly Health,Dispensary,Government/public,Urban,,-13.98931,33.77082,,,,,,,
Lilongwe,LL,1568,MCM/C/204,Daeyang Luke Hospital,Other Hospital,Christian Health Association of Malawi (CHAM),Urban,,-13.87684,33.80867,,,,,,,
Lilongwe,LL,1570,MCM/C/122,David Livingstone Memorial Cli,Dispensary,Private for profit,Urban,,-13.98173,33.78813,,,,,,,
Lilongwe,LL,1573,MCM/C/066,BLM Falls Estate Clinic,Dispensary,NGO,Urban,,-13.99646,33.77897,,,,,,,
Lilongwe,LL,1580,MCM/C/068,BLM Kawale 1 Clinic,Dispensary,NGO,Urban,,-13.9915,33.79514,,,,,,,
Lilongwe,LL,1581,,Lilongwe City Assembly Chinsap,Dispensary,Government/public,Urban,,-14.01331,33.73171,,,,,,,
Lilongwe,LL,1582,MCM/LG/HC/04,Lilongwe City Assembly Staff Clinic,Dispensary,Government/public,Urban,,-13.98972,33.77049,,,,,,,
Lilongwe,LL,1583,MCM/CHAM/HC/50,Malembo Health Centre,Health Centre,Government/public,Rural,,-13.62006,33.41507,,,,,,,
Lilongwe,LL,1584,,Area 24 Private Clinic,Dispensary,Private for profit,Urban,,-14.0205,33.79967,,,,,,,
Lilongwe,LL,1585,,"Banda, Boniface An. N., Maziko",Dispensary,Private for profit,Urban,,-14.00507,33.81629,,,,,,,
Lilongwe,LL,1586,,"Boulos, Maher Eskander. Amoun",Dispensary,Private for profit,Urban,,-13.98821,33.76929,,,,,,,
Lilongwe,LL,1587,,CCK Health Clinic,Dispensary,Private for profit,Urban,,-13.98302,33.75233,,,,,,,
Lilongwe,LL,1588,,"Chete, Tenace D B. Chagogo Pri",Dispensary,Private for profit,Rural,,-14.07277,33.83195,,,,,,,
Lilongwe,LL,1589,,"Chilewani, Billy B. K. Gift of",Dispensary,Private for profit,Urban,,-13.90729,33.75061,,,,,,,
Lilongwe,LL,1590,MCM/C/194,Chigomezgo Private Clinic,Dispensary,Private for profit,Urban,,-13.8803,33.76018,,,,,,,
Lilongwe,LL,1591,,Chilinde Health Services,Dispensary,Private for profit,Urban,,-13.99587,33.81026,,,,,,,
Lilongwe,LL,1592,,"Chimango, Amon B. Ali Private",Dispensary,Private for profit,Urban,,-13.78326,33.81586,,,,,,,
Lilongwe,LL,1593,,Chimwala Clinic,Dispensary,Private for profit,Urban,,-14.05121,33.79419,,,,,,,
Lilongwe,LL,1594,,"Chirwa, Patrick W. Lilongwe  P",Dispensary,Private for profit,Urban,,-13.93877,33.7921,,,,,,,
Lilongwe,LL,1595,,"Chonde, Numeri G. Malakia Priv",Dispensary,Private for profit,Urban,,-13.99455,33.80908,,,,,,,
Lilongwe,LL,1596,MCM/C/041,City Centre Clinic,Hospital,Private for profit,Urban,,-13.95666,33.7839,,,,,,,
Lilongwe,LL,1597,,Discovery Medi Clinic,Dispensary,Private for profit,Urban,,-13.95818,33.79159,,,,,,,
Lilongwe,LL,1598,,Dopa Private Clinic,Dispensary,Private for profit,Urban,,-13.88647,33.75712,,,,,,,
Lilongwe,LL,1599,,Dr AQA Ghumra,Dispensary,Private for profit,Urban,,-13.98907,33.77412,,,,,,,
Lilongwe,LL,4001,,Dr G M Lorgat,Dispensary,Private for profit,Urban,,-13.99049,33.77638,,,,,,,
Lilongwe,LL,4002,,Family Health Private Clinic,Dispensary,Private for profit,Urban,,-13.98652,33.79807,,,,,,,
Lilongwe,LL,4003,,"Gama, Samuel, Kachi Private Cl",Dispensary,Private for profit,Urban,,-13.94267,33.77807,,,,,,,
Lilongwe,LL,4004,,Gika Private Clinic,Dispensary,Private for profit,Urban,,-13.8965,33.76435,,,,,,,
Lilongwe,LL,4005,,"Gobede, Kalimanjira J. Chizika",Dispensary,Private for profit,Rural,,-14.13588,33.94554,,,,,,,
Lilongwe,LL,4006,,"Gwaza, George R. Good Hope pri",Dispensary,Private for profit,Urban,,-14.00656,33.76453,,,,,,,
Lilongwe,LL,4007,,"Hiwa, Snowden S. S S H Clinic",Dispensary,Private for profit,Urban,,-13.97345,33.77328,,,,,,,
Lilongwe,LL,4008,,"Howa, David A C. Area 36 Priva",Dispensary,Private for profit,Urban,,-14.01825,33.77906,,,,,,,
Lilongwe,LL,4009,,"Kabota, Nathaniel S. Mt. Nkhom",Dispensary,Private for profit,Urban,,-13.87567,33.75477,,,,,,,
Lilongwe,LL,4010,,"Kachepa, Stephen J. Kama Priva",Dispensary,Private for profit,Urban,,-14.00913,33.81687,,,,,,,
Lilongwe,LL,4011,,Kachere Clinic,Dispensary,Private for profit,Urban,,-14.00511,33.81734,,,,,,,
Lilongwe,LL,4012,,"Kafodya, Charles M. Mpumulo Pr",Dispensary,Private for profit,Urban,,-14.0154,33.78389,,,,,,,
Lilongwe,LL,4013,,"Kamalizeni, Joe N. Tachira Pri",Dispensary,Private for profit,Urban,,-14.01916,33.72849,,,,,,,
Lilongwe,LL,4014,,Kamatenda Private Clinic,Dispensary,Private for profit,Urban,,-14.00752,33.82203,,,,,,,
Lilongwe,LL,4015,,"Kambiya, Paulino A M. Demera P",Dispensary,Private for profit,Rural,,-13.82433,33.44662,,,,,,,
Lilongwe,LL,4016,,"Kamiza, Mary Z. Kim's Medical",Dispensary,Private for profit,Urban,,-13.99003,33.77382,,,,,,,
Lilongwe,LL,4017,,"Kasmani, Mohamed I M. Hasani M",Dispensary,Private for profit,Urban,,-13.97668,33.7513,,,,,,,
Lilongwe,LL,4018,,Kawale Medical Services,Dispensary,Private for profit,Urban,,-13.99034,33.79717,,,,,,,
Lilongwe,LL,4019,,"Lingadzi Private Clinic, Kayam",Dispensary,Private for profit,Urban,,-13.97384,33.76003,,,,,,,
Lilongwe,LL,4020,,Khama Private Clinic,Dispensary,Private for profit,Urban,,-14.00916,33.81686,,,,,,,
Lilongwe,LL,4021,,"Kharodia, Ahmed I.",Dispensary,Private for profit,Urban,,-13.98924,33.77741,,,,,,,
Lilongwe,LL,4022,,"Malola, Lemson F. Umoyo Privat",Dispensary,Private for profit,Urban,,-14.00077,33.78337,,,,,,,
Lilongwe,LL,4023,,"Manjolo, Khamalake F, Feroz Me",Dispensary,Private for profit,Urban,,-13.99252,33.772,,,,,,,
Lilongwe,LL,4024,,Masida Private,Dispensary,Private for profit,Urban,,-13.99477,33.81085,,,,,,,
Lilongwe,LL,4025,MCM/C/110,Masm Medi Clinic Lilongwe (Are,Dispensary,Private for profit,Urban,,-13.9319,33.81007,,,,,,,
Lilongwe,LL,4026,MCM/C/110,Medical Aid Society of Malawi,Dispensary,Private for profit,Urban,,-13.96471,33.77771,,,,,,,
Lilongwe,LL,4027,,"Mkhaya, Anakalet A. Mphatso Pr",Dispensary,Private for profit,Urban,,-14.03877,33.71063,,,,,,,
Lilongwe,LL,4028,,Mlolera Womens Clinic,Dispensary,Private for profit,Urban,,-13.95102,33.76703,,,,,,,
Lilongwe,LL,4029,,"Muriya, Nemezio. Chifundo Priv",Dispensary,Private for profit,Urban,,-13.98105,33.80223,,,,,,,
Lilongwe,LL,4030,,"Mwale, Charles M C. Yankho Pri",Dispensary,Private for profit,Rural,,-14.25007,33.7767,,,,,,,
Lilongwe,LL,4031,,"Mwenyekonde, Elled. Seventh Ce",Dispensary,Private for profit,Urban,,-14.00775,33.81726,,,,,,,
Lilongwe,LL,4032,,Nkhalango Clinic,Dispensary,Private for profit,Rural,,-14.01291,33.70483,,,,,,,
Lilongwe,LL,4033,,"Nyangulu, Daniel S.",Dispensary,Private for profit,Urban,,-14.00717,33.78419,,,,,,,
Lilongwe,LL,4034,,"Sendezera, Michael J. Tendai P",Dispensary,Private for profit,Urban,,-13.77251,33.81345,,,,,,,
Lilongwe,LL,4035,MCM/C/110,SOS Medical Centre,Dispensary,Mission/ Faith-based (other than CHAM),Urban,,-14.01976,33.79275,,,,,,,
Lilongwe,LL,4036,,The Clinic,Dispensary,Private for profit,Urban,,-13.98495,33.76415,,,,,,,
Lilongwe,LL,4037,,Westcliff Clinic,Dispensary,Private for profit,Urban,,-14.00768,33.81013,,,,,,,
Lilongwe,LL,4038,,Blessings Hospital,Other Hospital,Mission/ Faith-based (other than CHAM),Urban,,-13.79099,33.81707,,,,,,,
Lilongwe,LL,4039,MCM/CHAM/HC/24,Mlodza/Seventh Day,Dispensary,Mission/ Faith-based (other than CHAM),Urban,,-14.007222,33.8175,,,,,,,
Lilongwe,LL,4040,MCM/C/94,ABC Comm. Hospital,Other Hospital,Mission/ Faith-based (other than CHAM),Urban,,-13.96816,33.74129,,,,,,,
Lilongwe,LL,4041,MCM/C/06,Adventist Health Centre Area 15,Health Centre,NGO,Urban,,-13.95473,33.7793,,,,,,,
Lilongwe,LL,4042,MCM/C/062,Area 25 BLM,Dispensary,NGO,Urban,,-13.89488,33.76206,,,,,,,
Lilongwe,LL,4043,MCM/C/02,FPAM Clinic,Dispensary,NGO,Urban,,-13.99076,33.79949,,,,,,,
Lilongwe,LL,4044,,Partners In Hope Clinic Moyo C,Dispensary,NGO,Urban,,-14.02341,33.78783,,,,,,,
Lilongwe,LL,4045,MCM/C/264,Africa Leaf Clinic Kanengo,Dispensary,Company,Urban,,-13.8898,33.80487,,,,,,,
Lilongwe,LL,4046,,Airwing Health Post,Dispensary,Government/public,Rural,,-13.96162,33.69679,,,,,,,
Lilongwe,LL,4047,MCM/C/038,Alliance One Clinic,Dispensary,Company,Urban,,-13.89571,33.80108,,,,,,,
Lilongwe,LL,4048,,Area 30 Police Clinic,Dispensary,Government/public,Urban,,-13.9279,33.78419,,,,,,,
Lilongwe,LL,4049,MCM/C/098,Auction Holdings Clinic,Dispensary,Company,Urban,,-13.89089,33.79952,,,,,,,
Lilongwe,LL,4050,,Bunda College Clinic,Dispensary,Private for profit,Rural,,-14.18038,33.77554,,,,,,,
Lilongwe,LL,7002,,FIDELITY PVT,Dispensary,Private for profit,,,,,,,,,,,
Lilongwe,LL,4051,MCM/C/036,Carlsberg / Sobo Clinic Lilong,Dispensary,Company,Urban,,-13.90107,33.79697,,,,,,,
Lilongwe,LL,7003,,MHRYN Private,Dispensary,Private for profit,,,,,,,,,,,
Lilongwe,LL,4052,MCM/C/29,Escom Clinic Lilongwe,Dispensary,Company,Urban,,-13.99195,33.77192,,,,,,,
Lilongwe,LL,7004,,Mwayi,Dispensary,Private for profit,,,,,,,,,,,
Lilongwe,LL,4053,MCM/C/239,Kanengo Tobacco Processors Cli,Dispensary,Company,Urban,,-13.902,33.80639,,,,,,,
Lilongwe,LL,7005,MCM/C/312,sunrise clinic,Dispensary,Private for profit,,,,,,,,,,,
Lilongwe,LL,4054,MCM/C/17,Limbe Leaf Tobacco Co. Ltd. Cl,Dispensary,Company,Urban,,-13.89319,33.80263,,,,,,,
Lilongwe,LL,7006,,THEATRE FOR CHANGE NGO,Dispensary,NGO,,,,,,,,,,,
Lilongwe,LL,4055,,MoH Hq,Dispensary,Government/public,Urban,,-13.94628,33.78859,,,,,,,
Lilongwe,LL,7007,MCM/C/193,Lutheran Mobile Clinic,Dispensary,Christian Health Association of Malawi (CHAM),,,,,,,,,,,
Lilongwe,LL,4056,MCM/C/115,Macro Lilongwe,Dispensary,NGO,Urban,,-13.99819,33.776,,,,,,,
Lilongwe,LL,4057,MCM/C/129,Natural Resources College Clin,Dispensary,Private for profit,Urban,,-14.02247,33.67422,,,,,,,
Lilongwe,LL,4058,MCM/MOH/HC/135,New state house Clinic,Dispensary,Government/public,Urban,,-13.96051,33.85089,,,,,,,
Lilongwe,LL,4059,MCM/C/132,Reserve Bank of Malawi Clinic,Dispensary,Company,Urban,,-13.96335,33.78926,,,,,,,
Lilongwe,LL,4060,,Bethsaida Hospital,Other Hospital,Private for profit,Urban,,-13.93387,33.79202,,,,,,,
Lilongwe,LL,4061,,Lumbadzi Masm Clinic,Dispensary,Private for profit,Urban,,-13.75818,33.81183,,,,,,,
Lilongwe,LL,4062,,Good Health Private Clinic,Dispensary,Private for profit,Urban,,-13.94332,33.82,,,,,,,
Lilongwe,LL,4063,,St. Louis Private Clinic,Dispensary,Private for profit,Urban,,-13.93157,33.76995,,,,,,,
Lilongwe,LL,4064,,Phirilanjuzi,Health Post,Christian Health Association of Malawi (CHAM),Urban,,-14.153696,33.575306,,,,,,,
Lilongwe,LL,4065,,Dzabwa,Health Post,Christian Health Association of Malawi (CHAM),Urban,,-14.101941,33.568143,,,,,,,
Lilongwe,LL,4066,,Kamphoni,Health Post,Government/public,Urban,,-14.31496,33.634283,,,,,,,
Lilongwe,LL,4067,,Kambanizithe,Health Post,Government/public,Urban,,-14.354443,33.710991,,,,,,,
Lilongwe,LL,4068,,Kampini,Health Post,Government/public,Urban,,-14.29642,33.783076,,,,,,,
Lilongwe,LL,4069,,Mkwinda,Health Post,Government/public,Urban,,-14.177537,33.748205,,,,U,,,Lilongwe City
Lilongwe,LL,4070,,Mngwangwa,Health Post,Government/public,Urban,,-13.842277,33.684124,,,,U,,,Lilongwe City
Lilongwe,LL,4071,,Bwese,Health Post,Government/public,Urban,,-14.223459,33.942495,,,,U,,,Lilongwe City
Lilongwe,LL,4072,,Nyanja,Health Post,Government/public,Urban,,-14.138646,33.942874,,,,U,,,Lilongwe City
Lilongwe,LL,4073,,Chitekwele,Health Post,Government/public,Urban,,-13.968615,34.096079,,,,U,,,Lilongwe City
Lilongwe,LL,4074,,Buli,Health Post,Government/public,Urban,,-13.919059,33.705512,,,,U,,,Lilongwe City
Lilongwe,LL,4075,,Achikondi Women Community Friendly Services Clinic,Dispensary,Private for profit,Urban,,-13.95473,33.7793,,,,U,,,Lilongwe City
Lilongwe,LL,4076,,Area 18 Medi Clinic,Dispensary,Private for profit,Urban,,-13.94454,33.77083,,,,U,,,Lilongwe City
Lilongwe,LL,4077,MCM/C/183,Baylor Childrens Centre Of Excellence In Malawi,Hospital,Government/public,Urban,,,,,,,U,,,Lilongwe City
Lilongwe,LL,4078,MCM/C/47,Blessings Hospital,Hospital,Private for profit,Urban,,-13.79099,33.81707,,,,U,,,Lilongwe City
Lilongwe,LL,4079,,Central Health Clinic Area 47,Dispensary,Private for profit,Urban,,,,,,,U,,,Lilongwe City
Lilongwe,LL,4080,,Good Hope Private Clinic,Dispensary,Private for profit,Urban,,,,,,,U,,,Lilongwe City
Lilongwe,LL,4081,,Jti Leaf Clinic Kanengo,Dispensary,Private for profit,Urban,,-13.8898,33.80487,,,,U,,,Lilongwe City
Lilongwe,LL,4082,,Lighthouse Clinic,Dispensary,Private for profit,Urban,,-13.97639,33.78512,,,,,,,
Lilongwe,LL,4083,MCM/C/341,Lilongwe Health Clinic - Limbe Muslim Jamat,Dispensary,Private for profit,Urban,,-13.96642,33.76625,,,,U,,,Lilongwe City
Lilongwe,LL,4084,,Lilongwe Private Clinic,Dispensary,Private for profit,Urban,,,,,,,U,,,Lilongwe City
Lilongwe,LL,4085,,Maula Prison Health Centre Static Art,Dispensary,Private for profit,Urban,,,,,,,U,,,Lilongwe City
Lilongwe,LL,4086,,Maziko Private Clinic,Dispensary,Private for profit,Urban,,,,,,,U,,,Lilongwe City
Lilongwe,LL,4087,,Nkhalango Clinic,Dispensary,Private for profit,Urban,,-14.01291,33.70483,,,,,,,
Lilongwe,LL,4088,,Nyamanda Private Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,4089,MCM/C/150,Partners In Hope Clinic Dalitso Clinic (private),Dispensary,Private for profit,Urban,,-14.02341,33.78783,,,,,,,
Lilongwe,LL,4090,,SSH Clinic,Dispensary,Private for profit,Urban,,-13.97345,33.77328,,,,,,,
Lilongwe,LL,4091,,Tachira Private Clinic,Dispensary,Private for profit,Urban,,-14.01916,33.72849,,,,,,,
Lilongwe,LL,4092,MCM/C/53,The Clinic - Dr. Humera A Chaudhry,Dispensary,Private for profit,Urban,,-13.98495,33.76415,,,,,,,
Lilongwe,LL,4093,,Child Legacy,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,4094,MCM/C/199,Children of Blessings,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,4095,,chiwoza,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,4096,,Codachom NGO,Dispensary,NGO,,,,,,,,,,,
Lilongwe,LL,4097,,Lemwe Health Centre,Health Centre,Government/public,,,,,,,,,,,
Lilongwe,LL,4098,,YONECO,Dispensary,NGO,,,,,,,,,,,
Lilongwe,LL,4099,MCM/LG/HC/05,Chinsapo Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7010,,MPC Bwaila ART CLINIC Health Centre,Dispensary,Government/public,,,,,,,,,,,
Lilongwe,LL,7011,,Mseche,Dispensary,Government/public,,,,,,,,,,,
Lilongwe,LL,7012,,Sedemen Private Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7013,,Mtanga Private Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7014,,Mama Ethel Private Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7015,MCM/C/07,Adventist Health Centre Area 14,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7016,MCM/C/157,AC Opticals Old Town Mall,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7017,MCM/C/267,AC Opticals Lilongwe Shopping Mall,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7018,MCM/C/402,Care PolyClinic Cross Roads,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7019,MCM/C/251,Cross Roads Dental Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7020,MCM/C/220,Hope Village Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7021,MCM/C/209,Kapeni Clinic - Project Malawi,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7022,MCM/C/48,Kim's Medical Centre,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7023,MCM/C/ 131,Life Line Medical Clinic - Ngozi,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7024,MCM/C/223,Life Line Medical Clinic - Kasese,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7025,MCM/C/184,Malawi Institute of Management Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7026,MCM/C/226,Ministry of Hope Health Clinic - Area 47,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7027,MCM/C/252,Minoo's Dental Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7028,MCM/LG/HC/06,Lilongwe City Assembly - Mtsiriza Clinic,Dispensary,Government/public,Urban,,,,,,,,,,
Lilongwe,LL,7029,MCM/C/08,Vision Care - Area 14,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7030,MCM/C/227,Watch Tower Society,Dispensary,NGO,Urban,,,,,,,,,,
Lilongwe,LL,7031,MCM/C/335,Area 36 Living Waters Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7032,MCM/C/375,Kachi Pvt Clinic - Area 18A,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7033,MCM/C/308,"St. John of God, Lilongwe Service Centre",Health Center,Christian Health Association of Malawi (CHAM),Urban,,,,,,,,,,
Lilongwe,LL,7034,MCM/C/404,Merry Year Health Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Mchinji,MC,1609,MCM/MOH/DH/11,Mchinji District Hospital,District Hospital,Government/public,Urban,,-13.80273,32.88716,,,,,,,
Mchinji,MC,1607,MCM/MOH/RH/17,Kochilira Rural Hospital,Rural/Community Hospital,Government/public,Rural,,-13.78239,33.04385,,,,,,,
Mchinji,MC,1601,MCM/MOH/HC/107,Chiosya Health Centre,Health Centre,Government/public,Rural,,-13.79586,33.17534,,,,,,,
Mchinji,MC,1602,MCM/MOH/HC/112,Chipumi Health Centre,Health Centre,Government/public,Rural,,-13.62519,33.08151,,,,,,,
Mchinji,MC,1604,MCM/MOH/HC/111,Kaigwazanga Health Centre,Health Centre,Government/public,Rural,,-13.62678,32.92836,,,,,,,
Mchinji,MC,1605,MCM/MOH/HC/109,Kapanga Health Centre,Health Centre,Government/public,Rural,,-14.05997,33.30626,,,,,,,
Mchinji,MC,1610,MCM/MOH/HC/113,Mikundi Health Centre,Health Centre,Government/public,Rural,,-13.70751,33.13821,,,,,,,
Mchinji,MC,1611,MCM/MOH/HC/114,Mkanda Health Centre,Health Centre,Government/public,Rural,,-13.5146,32.96085,,,,,,,
Mchinji,MC,1612,MCM/MOH/108,Nkhwazi Health Centre,Health Centre,Government/public,Rural,,-13.92369,33.22672,,,,,,,
Mchinji,MC,1613,MCM/MOH/HC/110,Tembwe Health Centre,Health Centre,Government/public,Rural,,-13.90113,33.06226,,,,,,,
Mchinji,MC,1615,,Namizana Clinic,Clinic,Government/public,Rural,,-14.00195,33.2463,,,,,,,
Mchinji,MC,1617,,Chimwankango Health Post,Health Post,Government/public,Rural,,-13.40461,32.99357,,,,,,,
